"","actual","add","almond","also","amaretto","angostura","artifici","balanc","bartend","basic","batch","beauti","begin","behind","best","bitter","boston","bottl","bourbon","burn","call","caramel","cherri","citrus","classic","cocktail","collect","color","complex","cook","cool","cours","creami","dash","didnt","dilut","dinner","distinct","dri","drink","drinkingredi","easi","egg","element","especi","everyon","except","famili","fanci","featur","first","fizz","flavor","foam","form","french","frothi","garnish","get","gin","girl","glass","got","great","guy","happi","here","hint","homemad","hour","ice","impress","ingredi","instead","involv","itali","italian","juic","keep","know","late","lemon","let","like","liqueur","liquor","littl","lot","luxardo","made","make","mani","mapl","margarita","may","mean","mix","mojito","name","natur","next","night","note","nuanc","oak","option","origin","ounc","overpow","part","parti","perfect","pisco","place","popular","probabl","protein","provid","quick","read","recip","rich","right","second","secret","serv","shake","shaker","shelf","similar","simpl","sinc","sip","sour","step","storebought","straightforward","strain","strengthen","substitut","summer","surfac","sweet","sweeten","syrup","tablespoon","tangi","tart","tast","teaspoon","techniqu","tequila","textur","that","thick","think","three","time","top","tri","type","use","vanilla","version","vodka","way","well","wellknown","whiskey","white","without","word","work","worth","youll","your","youv","absolut","alcohol","along","americano","anoth","aperitif","associ","back","better","bought","bright","bring","brunch","bubbl","came","campari","champagn","chill","citrusi","clear","cold","compani","content","definit","dont","eye","fill","gentl","good","grab","hand","herb","herbal","high","iba","identifi","intern","invent","key","label","less","light","list","look","love","low","main","meet","midpric","might","much","negroni","new","offici","orang","plenti","possibl","proof","prosecco","qualiti","question","rang","reach","real","refresh","relat","restaur","review","roll","see","sever","soda","sparkl","spin","spritz","sprung","squeez","stir","stun","subt","sure","thank","there","today","tonic","took","uniqu","vermouth","warm","wasnt","water","waterhow","wedg","wine","world","year","york","accept","alex","around","away","bar","chang","combin","come","contain","continu","cucumb","differ","dirti","edg","either","end","essenti","exact","fact","famous","fashion","favorit","feel","find","fortifi","found","free","fruit","fruiti","general","give","hard","harri","hello","hit","improv","interest","knife","local","lowbal","manhattan","martini","mezcal","month","need","oil","old","pari","peel","person","pour","prefer","red","refriger","releas","remov","rock","round","run","rye","say","shaken","smooth","someon","sophist","spici","stabil","stay","store","strainer","strip","strong","suit","swap","sweeter","test","thought","togeth","two","usual","variat","versatil","vibrant","want","what","whatev","whether","wide","″","addit","almost","artisan","becom","bit","born","cloudi","cooler","cube","cut","date","day","delici","desir","dissolv","doesnt","drop","easiest","fan","finish","home","larg","last","level","maker","mash","method","muddl","muddler","notch","now","one","opt","organ","perfum","pretti","realli","recommend","requir","rim","season","servinginstruct","shape","side","small","smoki","special","spicier","spirit","spoon","start","style","sugar","though","tool","tradit","trick","truli","unfinish","wooden","worri","youd","alreadi","bachelorett","bridal","buy","celebr","celebratori","christma","citi","claim","cointreau","cosmopolitan","cranberri","creat","crisp","extra","festiv","friend","fun","gather","gender","grapefruit","histori","holiday","idea","kind","laid","leftov","lime","liquid","long","modern","moscow","mother","mule","nice","order","other","pair","patio","pineappl","plus","purist","put","readi","reason","romant","rum","sea","shower","sometim","spice","standard","thing","tropic","vari","weve","wheel","yes","alway","becam","boozi","cousin","cuba","cuban","daiquiri","dairyfre","dark","enough","ernest","fresh","frozen","glutenfre","goe","hemingway","icon","mango","maraschino","mint","peach","plantbas","pure","refin","slice","sort","sound","strawberri","turn","vegan","vegetarian","virgin","anyon","anyth","avoid","botan","built","cider","classi","crowd","cup","cute","entertain","etc","everi","hold","includ","individu","market","minti","mocktail","multipl","nonalcohol","noth","peopl","pitcher","pregnant","remain","sidecar","singl","someth","sourc","space","accord","berri","big","coup","flair","help","highbal","highlight","intrigu","known","leav","melt","onlin","open","photograph","pronounc","research","spain","spanish","speak","take","theyr","tip","touch","ultra","wonder","altern","ask","beer","carbon","collin","comment","enjoy","experi","fall","guest","indianapoli","inexpens","insid","jar","layer","lid","magic","mason","minut","obsess","perfor","tom","watermelon","age","amber","añejo","black","brugal","coconut","cognac","float","full","golden","nutti","often","present","refer","resort","ruin","settl","sharp","showi","signatur","still","stock","stori","stormi","tasti","trinidad","underton","wont","zingi","club","depend","distil","garnishinstruct","henc","import","scotch","typic","blanco","brand","chunki","crystal","enhanc","finger","flaki","ingredientshow","kosher","load","loos","mexican","middl","moisten","outsid","pick","plate","premad","salt","sink","slide","spread","tilt","true","blackberri","bottom","case","crush","even","fantast","ici","metal","rule","simpli","smash","can","choic","coupl","irish","john","gold","honey","rush","histor","least","publish"
"Amaretto Sour.txt",1,7,5,2,33,1,1,4,1,2,1,1,1,1,3,5,1,1,9,1,2,1,3,2,5,5,1,1,3,1,1,1,2,1,1,1,1,1,2,4,1,1,9,2,1,1,1,2,1,1,2,1,7,7,2,1,5,3,1,2,1,3,1,1,1,1,2,2,2,2,7,1,4,1,1,1,4,4,1,1,1,5,2,1,4,2,2,1,1,3,3,2,3,2,1,1,5,1,1,1,1,2,2,1,1,1,1,6,1,1,1,3,2,1,3,1,1,1,1,1,4,3,2,5,3,1,8,4,1,2,3,1,1,41,2,1,1,3,1,1,1,2,9,2,7,3,1,2,2,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,2,2,2,1,7,9,4,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aperol Spritz.txt",1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,5,0,1,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,3,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,2,0,2,0,0,1,1,0,0,6,0,3,1,1,2,3,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,3,0,0,0,0,0,2,0,0,1,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,2,2,0,3,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,2,1,2,1,5,1,2,1,1,2,1,1,7,1,5,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,5,1,1,1,2,1,1,1,1,2,3,1,2,6,1,1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,4,5,2,20,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,6,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boulevardier.txt",1,2,0,2,0,0,0,2,1,2,0,0,0,0,0,4,0,3,14,0,1,0,0,0,7,10,2,3,0,0,0,2,0,0,0,2,1,1,4,3,0,3,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,1,0,3,1,22,2,2,1,1,3,0,0,2,8,0,2,2,0,0,1,0,0,1,1,0,0,0,1,2,1,0,0,2,4,1,0,0,0,2,9,0,2,0,0,2,1,0,0,1,0,3,0,0,1,2,0,2,1,0,0,0,0,0,3,1,1,3,1,11,1,5,0,0,0,0,2,1,2,0,0,4,0,0,0,0,10,0,0,3,0,0,4,0,0,0,0,1,0,0,1,0,0,5,2,6,0,1,0,2,1,0,10,2,1,0,0,0,0,1,1,0,0,0,2,0,0,1,3,1,0,1,0,0,0,0,8,0,1,0,2,0,0,0,3,2,0,2,1,2,1,3,1,0,0,2,1,1,2,0,0,2,0,1,3,3,0,1,0,0,0,1,15,2,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,2,0,1,0,0,0,0,13,1,0,0,0,0,1,0,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,3,3,4,1,1,1,1,7,2,3,1,1,5,4,1,1,1,4,2,1,5,3,1,1,1,1,4,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
